origin,cached_area_km2,area_epsg5070_km2,cached_over_projected
36059415401,3.0139461699995285e-10,2.8304382258805276,1.0648337569924929e-10
36059415402,3.1146722300002783e-10,2.9255512990741903,1.0646445444268698e-10
36089490400,1.8847438013499697e-08,165.4138728280257,1.1394109630148518e-10
36089490600,1.7018649644000128e-08,149.55468513780258,1.1379549646551571e-10
36089490900,3.292716016500007e-09,29.005019092582128,1.1352228405676523e-10
36059415500,1.1352639150001596e-10,1.0655415394101637,1.065433747077182e-10
36059415600,3.5944965399997803e-10,3.3745593251162247,1.065175092121393e-10
36059415700,5.050701305000175e-10,4.743531553742893,1.0647554986779647e-10
36013036600,2.4637469820999887e-08,226.05503592844642,1.089888120377837e-10
36059416000,1.9267237900005974e-10,1.8090742226289391,1.0650330240186002e-10
36059416100,3.3164308800001373e-10,3.1145308832393614,1.064825170894046e-10
36063021200,2.2860695599999142e-10,2.068047345599662,1.1054241890854936e-10
36063021700,8.996480514999751e-10,8.139110713467744,1.1053394936762958e-10
36063022000,3.4337689500004155e-10,3.1064070119630496,1.1053828222691572e-10
36067003500,1.1554869000000391e-10,1.0458982133240184,1.1047794950597838e-10
36067003602,1.8328753699999727e-10,1.6588968469149825,1.1048760345819782e-10
36067003800,8.268680849999752e-11,0.7485953644941663,1.1045594512313052e-10
36067004200,9.798085749997751e-11,0.8870193751761934,1.1046078613617098e-10
36067004500,1.0193251399997731e-10,0.9227674725655239,1.1046392187685103e-10
36067004600,4.2358374100001655e-10,3.834605893707975,1.1046343555019702e-10
36067003601,1.2233025250002116e-10,1.1072358840725969,1.1048255774557291e-10
36067004800,1.2984990950000852e-10,1.1757335814247212,1.1044160986084962e-10
36067004900,9.614312699998004e-11,0.8705541390354667,1.1043899820693762e-10
36059407000,1.4047167500002595e-10,1.3184334891979954,1.0654437721046893e-10
36059407101,1.0992158200000904e-10,1.0317243613199307,1.0654161723910589e-10
36059407102,1.2560916999999495e-10,1.1789743647409638,1.0654105276291817e-10
36059407201,5.572827900000101e-11,0.522975528861469,1.0656001270522711e-10
36059407301,8.277980420000005e-10,7.7654797443946375,1.0659972973305747e-10
36059407302,1.7171117100003188e-10,1.6112068342875945,1.0657301554704184e-10
36059407401,1.1509989800001127e-10,1.0801716543808444,1.0655704353396188e-10
36083052102,1.1855197619499982e-08,107.78481804668586,1.0998949420098318e-10
36083052103,1.7040030235499788e-08,155.18024366906843,1.0980798736106329e-10
36083052201,9.267343966499966e-09,84.36988802520683,1.0984184266940358e-10
36037950200,1.7071664623000082e-08,154.42712958440814,1.105483516331818e-10
36083052303,5.850970945000182e-10,5.328648252034014,1.0980216122854028e-10
36083052402,3.2085280050000083e-09,29.24291609956951,1.0971983758648618e-10
36059404500,1.119001175000108e-10,1.0498272612726474,1.0658907577267567e-10
36059404700,1.6496829750002204e-10,1.5476849878985655,1.0659035836744446e-10
36059404800,3.159359810000264e-10,2.964594819369832,1.0656970016131351e-10
36059404902,6.751708100001709e-11,0.6336294085518611,1.0655610375522993e-10
36059405000,1.9110061750006594e-10,1.7934824776367195,1.0655282105230275e-10
36059405100,1.7850188299993438e-10,1.6755056279533354,1.0653612857032185e-10
36059405200,9.65486794999864e-11,0.9061272670750086,1.0655090405969889e-10
